date,stato,codice_regione,denominazione_regione,lat,long,h,icu,h+icu,q,p,np,d,dc,T,S,code,region,P,Tper100kP,Sper100kP,h+icuper100kP,icuper100kP,hper100kP,dcper100kP
2020-02-28 18:00:00,b'ITA',17,b'Basilicata',40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,17,Basilicata,562869,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',4,b'P.A. Bolzano',46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,2,4,P.A. Bolzano,533050,0.18759966232060782,0.37519932464121564,0.18759966232060782,0.0,0.18759966232060782,0.0
2020-02-28 18:00:00,b'ITA',18,b'Calabria',38.90597598,16.59440194,0,0,0,1,1,1,0,0,1,21,18,Calabria,1947131,0.05135761281598413,1.0785098691356667,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',15,b'Campania',40.83956555,14.25084984,2,0,2,2,4,1,0,0,4,213,15,Campania,5801692,0.06894540420277394,3.671342773797713,0.03447270210138697,0.0,0.03447270210138697,0.0
2020-02-28 18:00:00,b'ITA',8,b'Emilia Romagna',44.49436681,11.3417208,56,6,62,81,143,47,0,2,145,1277,8,Emilia-Romagna,4459477,3.2515023622725265,28.635644942220804,1.3902975617992872,0.13454492533541487,1.2557526364638723,0.0448483084451383
2020-02-28 18:00:00,b'ITA',6,b'Friuli Venezia Giulia',45.6494354,13.76813649,0,0,0,0,0,0,0,0,0,169,6,Friuli Venzia Giulia,1215220,0.0,13.906946890275012,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',12,b'Lazio',41.89277044,12.48366722,0,0,0,0,0,0,3,0,3,611,12,Lazio,5879082,0.051028374838112484,10.392779008695575,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',7,b'Liguria',44.41149315,8.9326992,9,0,9,10,19,0,0,0,19,112,7,Liguria,1550640,1.225300521075169,7.222824124232575,0.5804055099829748,0.0,0.5804055099829748,0.0
2020-02-28 18:00:00,b'ITA',3,b'Lombardia',45.46679409,9.190347404,235,47,282,192,474,125,40,17,531,4835,3,Lombardia,10060574,5.278028867935368,48.05888809127591,2.8030209807114383,0.4671701634519065,2.3358508172595323,0.16897644209962573
2020-02-28 18:00:00,b'ITA',11,b'Marche',43.61675973,13.5188753,3,2,5,1,6,3,0,0,6,47,11,Marche,1525271,0.3933727186840896,3.081419629692035,0.327810598903408,0.13112423956136318,0.1966863593420448,0.0
2020-02-28 18:00:00,b'ITA',14,b'Molise',41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,14,Molise,305617,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',1,b'Piemonte',45.0732745,7.680687483,7,0,7,4,11,9,0,0,11,227,1,Piemonte,4356406,0.2525017181594186,5.210717274744365,0.16068291155599362,0.0,0.16068291155599362,0.0
2020-02-28 18:00:00,b'ITA',16,b'Puglia',41.12559576,16.86736689,1,0,1,2,3,2,0,0,3,242,16,Puglia,4029053,0.07445918432941935,6.006374202573161,0.024819728109806448,0.0,0.024819728109806448,0.0
2020-02-28 18:00:00,b'ITA',20,b'Sardegna',39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,1,20,Sardegna,1639591,0.0,0.06099082027164091,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',19,b'Sicilia',38.11569725,13.3623567,1,0,1,1,2,0,2,0,4,5,19,Sicilia,4999891,0.08000174403802003,0.10000218004752504,0.020000436009505008,0.0,0.020000436009505008,0.0
2020-02-28 18:00:00,b'ITA',9,b'Toscana',43.76923077,11.25588885,5,0,5,2,7,5,1,0,8,437,9,Toscana,3729641,0.21449785649610778,11.71694541109989,0.13406116031006737,0.0,0.13406116031006737,0.0
2020-02-28 18:00:00,b'ITA',104,b'P.A. Trento',46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,32,104,P.A. Trento,541380,0.0,5.910820495770069,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',10,b'Umbria',43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,8,10,Umbria,882015,0.0,0.9070140530489844,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',2,"b""Valle d'Aosta""",45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,9,2,Valle d'Aosta,125666,0.0,7.161841707383064,0.0,0.0,0.0,0.0
2020-02-28 18:00:00,b'ITA',5,b'Veneto',45.43490485,12.33845213,24,9,33,116,149,40,0,2,151,7414,5,Veneto,4905854,3.077955438543422,151.12557365139688,0.6726657580922709,0.18345429766152846,0.4892114604307426,0.04076762170256188
2020-02-29 17:00:00,b'ITA',13,b'Abruzzo',42.35122196,13.39843823,2,0,2,0,2,1,0,0,2,43,13,Abruzzo,1311580,0.15248783909483218,3.278488540538892,0.15248783909483218,0.0,0.15248783909483218,0.0
2020-02-29 17:00:00,b'ITA',17,b'Basilicata',40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,32,17,Basilicata,562869,0.0,5.685159424306543,0.0,0.0,0.0,0.0
2020-02-29 17:00:00,b'ITA',4,b'P.A. Bolzano',46.49933453,11.35662422,1,0,1,0,1,0,0,0,1,16,4,P.A. Bolzano,533050,0.18759966232060782,3.001594597129725,0.18759966232060782,0.0,0.18759966232060782,0.0
2020-02-29 17:00:00,b'ITA',18,b'Calabria',38.90597598,16.59440194,0,0,0,1,1,0,0,0,1,27,18,Calabria,1947131,0.05135761281598413,1.3866555460315715,0.0,0.0,0.0,0.0
2020-02-29 17:00:00,b'ITA',15,b'Campania',40.83956555,14.25084984,3,0,3,10,13,9,0,0,13,373,15,Campania,5801692,0.22407256365901534,6.429158941908671,0.051709053152080464,0.0,0.051709053152080464,0.0
2020-02-29 17:00:00,b'ITA',8,b'Emilia Romagna',44.49436681,11.3417208,86,11,97,116,213,70,0,4,217,1550,8,Emilia-Romagna,4459477,4.866041466297505,34.75743904498218,2.1751429595892073,0.24666569644826064,1.9284772631409468,0.0896966168902766
2020-02-29 17:00:00,b'ITA',6,b'Friuli Venezia Giulia',45.6494354,13.76813649,0,0,0,0,0,0,0,0,0,189,6,Friuli Venzia Giulia,1215220,0.0,15.552739421668504,0.0,0.0,0.0,0.0
2020-02-29 17:00:00,b'ITA',12,b'Lazio',41.89277044,12.48366722,3,0,3,0,3,3,3,0,6,679,12,Lazio,5879082,0.10205674967622497,11.549422171692791,0.051028374838112484,0.0,0.051028374838112484,0.0
2020-02-29 17:00:00,b'ITA',7,b'Liguria',44.41149315,8.9326992,4,1,5,33,38,19,4,0,42,121,7,Liguria,1550640,2.7085590465872156,7.80322963421555,0.3224475055460971,0.06448950110921942,0.25795800443687766,0.0
2020-02-29 17:00:00,b'ITA',3,b'Lombardia',45.46679409,9.190347404,256,80,336,216,552,78,40,23,615,5723,3,Lombardia,10060574,6.112971287721755,56.88542224330342,3.339769679145544,0.7951832569394152,2.5445864222061285,0.22861518637008188
